0,Renal Cell Carcinoma,Lung Cancer,Breast Cancer,Head and Neck (Squamous Cell) Carcinoma,Lung Cancer (Lung Adenocarcinoma),Alzheimer Disease,"Cardiovascular diseases (CDC,CF,CCS) cardicregeneration",Head and Neck Cancer,Gastric Cancer,Dysplastic Liver nodules and hepatocellular carcinoma,Rheumatoid Arthritis,Testicular germ Cell Carcinoma,Endometrial Carcinogenesis,Male Infertility,Leukemia,Heart Stroke,Ovarian Cancer,Pancreatic carcinoma,Colon Cancer,Non small Cell lung carcinoma (NSCLC),Prostate Cancer
piR-hsa-15788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1580,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
piR-hsa-15837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15860,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15919,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15946,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15960,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1598,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-15993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16031,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16032,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16080,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1609,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
piR-hsa-16135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16271,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1632,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16327,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16348,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16399,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16404,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16414,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16423,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16443,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16482,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1654,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16550,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16640,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16651,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1670,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
piR-hsa-16712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16713,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16738,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16751,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16754,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16770,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16771,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
piR-hsa-16823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16829,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16838,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16867,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-16969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
piR-hsa-170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17031,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17054,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17086,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17089,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17090,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
piR-hsa-17140,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1721,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17266,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
piR-hsa-17313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1736,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17411,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1742,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17433,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17434,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17444,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1748,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
piR-hsa-17491,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
piR-hsa-17494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17511,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17512,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17513,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17520,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17538,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17554,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17560,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
piR-hsa-17570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17587,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17609,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17623,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17637,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17730,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17735,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17770,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17804,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-1784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piR-hsa-17844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
